expected step
exploit, step:      1, spool: 0.00, diameter: 33.50, speed: 77.84, motorV: 19.88, extfrq: 20.64, target: 45.00, greedy_m: 19.88, greedy_e: 20.64, reward: -0.150, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     32, spool: 1.07, diameter: 36.70, speed: 72.80, motorV: 77.69, extfrq: 70.27, target: 45.00, greedy_m: 77.69, greedy_e: 70.27, reward: 0.207, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.139
exploit, step:     33, spool: 1.10, diameter: 38.00, speed: 74.00, motorV: 78.47, extfrq: 68.17, target: 45.00, greedy_m: 78.47, greedy_e: 68.17, reward: 0.335, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     34, spool: 1.13, diameter: 39.20, speed: 76.08, motorV: 78.59, extfrq: 66.85, target: 45.00, greedy_m: 78.59, greedy_e: 66.85, reward: 0.454, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     35, spool: 1.17, diameter: 41.10, speed: 77.68, motorV: 78.37, extfrq: 65.86, target: 45.00, greedy_m: 78.37, greedy_e: 65.86, reward: 0.643, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     36, spool: 1.20, diameter: 41.10, speed: 78.56, motorV: 78.03, extfrq: 64.98, target: 45.00, greedy_m: 78.03, greedy_e: 64.98, reward: 0.643, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:     37, spool: 1.23, diameter: 40.20, speed: 78.80, motorV: 77.75, extfrq: 64.12, target: 45.00, greedy_m: 77.75, greedy_e: 64.12, reward: 0.552, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     38, spool: 1.27, diameter: 42.30, speed: 79.12, motorV: 77.60, extfrq: 63.20, target: 45.00, greedy_m: 77.60, greedy_e: 63.20, reward: 0.762, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.208
exploit, step:     39, spool: 1.30, diameter: 41.10, speed: 79.12, motorV: 77.64, extfrq: 62.18, target: 45.00, greedy_m: 77.64, greedy_e: 62.18, reward: 0.642, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:     40, spool: 1.33, diameter: 42.00, speed: 78.72, motorV: 77.96, extfrq: 61.16, target: 45.00, greedy_m: 77.96, greedy_e: 61.16, reward: 0.731, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     41, spool: 1.36, diameter: 42.70, speed: 78.56, motorV: 78.80, extfrq: 60.35, target: 45.00, greedy_m: 78.80, greedy_e: 60.35, reward: 0.801, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     42, spool: 1.39, diameter: 43.70, speed: 78.56, motorV: 80.41, extfrq: 59.49, target: 45.00, greedy_m: 80.41, greedy_e: 59.49, reward: 0.900, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:     43, spool: 1.42, diameter: 46.70, speed: 78.72, motorV: 82.62, extfrq: 58.01, target: 45.00, greedy_m: 82.62, greedy_e: 58.01, reward: 0.860, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     44, spool: 1.45, diameter: 46.70, speed: 79.52, motorV: 85.10, extfrq: 55.73, target: 45.00, greedy_m: 85.10, greedy_e: 55.73, reward: 0.859, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     45, spool: 1.48, diameter: 49.00, speed: 81.28, motorV: 87.89, extfrq: 52.72, target: 45.00, greedy_m: 87.89, greedy_e: 52.72, reward: 0.628, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     46, spool: 1.51, diameter: 48.60, speed: 83.52, motorV: 91.35, extfrq: 49.54, target: 45.00, greedy_m: 91.35, greedy_e: 49.54, reward: 0.666, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.139
exploit, step:     47, spool: 1.54, diameter: 50.30, speed: 85.92, motorV: 95.04, extfrq: 47.14, target: 45.00, greedy_m: 95.04, greedy_e: 47.14, reward: 0.495, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.139
exploit, step:     48, spool: 1.56, diameter: 50.60, speed: 88.96, motorV: 97.43, extfrq: 47.38, target: 45.00, greedy_m: 97.43, greedy_e: 47.38, reward: 0.464, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     49, spool: 1.59, diameter: 51.30, speed: 92.08, motorV: 97.77, extfrq: 41.96, target: 45.00, greedy_m: 97.77, greedy_e: 41.96, reward: 0.394, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     50, spool: 1.61, diameter: 49.10, speed: 94.48, motorV: 99.67, extfrq: 38.46, target: 45.00, greedy_m: 99.67, greedy_e: 38.46, reward: 0.611, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.139
exploit, step:     51, spool: 1.63, diameter: 51.00, speed: 95.92, motorV: 100.00, extfrq: 34.43, target: 45.00, greedy_m: 102.68, greedy_e: 34.43, reward: 0.419, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     52, spool: 1.65, diameter: 49.50, speed: 97.12, motorV: 100.00, extfrq: 33.48, target: 45.00, greedy_m: 104.21, greedy_e: 33.48, reward: 0.567, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     53, spool: 1.68, diameter: 48.50, speed: 98.88, motorV: 100.00, extfrq: 34.07, target: 45.00, greedy_m: 104.23, greedy_e: 34.07, reward: 0.667, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:     54, spool: 1.70, diameter: 47.80, speed: 100.00, motorV: 100.00, extfrq: 35.03, target: 45.00, greedy_m: 103.59, greedy_e: 35.03, reward: 0.737, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     55, spool: 1.72, diameter: 47.50, speed: 100.00, motorV: 100.00, extfrq: 36.20, target: 45.00, greedy_m: 103.04, greedy_e: 36.20, reward: 0.768, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     56, spool: 1.74, diameter: 48.90, speed: 100.00, motorV: 100.00, extfrq: 37.38, target: 45.00, greedy_m: 102.29, greedy_e: 37.38, reward: 0.628, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     57, spool: 1.76, diameter: 48.70, speed: 100.08, motorV: 100.00, extfrq: 38.79, target: 45.00, greedy_m: 101.27, greedy_e: 38.79, reward: 0.649, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.139
exploit, step:     58, spool: 1.78, diameter: 48.80, speed: 99.84, motorV: 99.97, extfrq: 39.91, target: 45.00, greedy_m: 99.97, greedy_e: 39.91, reward: 0.639, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     59, spool: 1.81, diameter: 47.90, speed: 100.08, motorV: 98.63, extfrq: 40.27, target: 45.00, greedy_m: 98.63, greedy_e: 40.27, reward: 0.730, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.139
exploit, step:     60, spool: 1.83, diameter: 47.70, speed: 99.92, motorV: 97.52, extfrq: 40.12, target: 45.00, greedy_m: 97.52, greedy_e: 40.12, reward: 0.750, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     61, spool: 1.85, diameter: 47.90, speed: 98.72, motorV: 96.66, extfrq: 40.14, target: 45.00, greedy_m: 96.66, greedy_e: 40.14, reward: 0.730, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:     62, spool: 1.88, diameter: 47.80, speed: 96.96, motorV: 95.52, extfrq: 40.59, target: 45.00, greedy_m: 95.52, greedy_e: 40.59, reward: 0.740, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:     63, spool: 1.90, diameter: 48.30, speed: 95.92, motorV: 93.60, extfrq: 41.53, target: 45.00, greedy_m: 93.60, greedy_e: 41.53, reward: 0.690, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     64, spool: 1.92, diameter: 47.80, speed: 95.28, motorV: 91.41, extfrq: 42.79, target: 45.00, greedy_m: 91.41, greedy_e: 42.79, reward: 0.741, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:     65, spool: 1.95, diameter: 48.60, speed: 94.56, motorV: 89.09, extfrq: 43.87, target: 45.00, greedy_m: 89.09, greedy_e: 43.87, reward: 0.661, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     66, spool: 1.97, diameter: 48.10, speed: 93.20, motorV: 86.81, extfrq: 45.04, target: 45.00, greedy_m: 86.81, greedy_e: 45.04, reward: 0.712, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     67, spool: 2.00, diameter: 47.70, speed: 92.00, motorV: 84.97, extfrq: 47.25, target: 45.00, greedy_m: 84.97, greedy_e: 47.25, reward: 0.753, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     68, spool: 2.02, diameter: 46.80, speed: 90.16, motorV: 83.32, extfrq: 49.50, target: 45.00, greedy_m: 83.32, greedy_e: 49.50, reward: 0.844, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:     69, spool: 2.05, diameter: 46.50, speed: 88.08, motorV: 82.35, extfrq: 51.29, target: 45.00, greedy_m: 82.35, greedy_e: 51.29, reward: 0.875, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     70, spool: 2.08, diameter: 44.30, speed: 86.48, motorV: 81.78, extfrq: 52.66, target: 45.00, greedy_m: 81.78, greedy_e: 52.66, reward: 0.956, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     71, spool: 2.10, diameter: 45.80, speed: 85.20, motorV: 81.49, extfrq: 53.89, target: 45.00, greedy_m: 81.49, greedy_e: 53.89, reward: 0.946, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     72, spool: 2.13, diameter: 44.70, speed: 83.84, motorV: 81.33, extfrq: 55.23, target: 45.00, greedy_m: 81.33, greedy_e: 55.23, reward: 0.997, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     73, spool: 2.16, diameter: 46.90, speed: 83.28, motorV: 81.31, extfrq: 56.63, target: 45.00, greedy_m: 81.31, greedy_e: 56.63, reward: 0.838, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:     74, spool: 2.19, diameter: 47.70, speed: 83.28, motorV: 81.59, extfrq: 57.75, target: 45.00, greedy_m: 81.59, greedy_e: 57.75, reward: 0.758, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     75, spool: 2.22, diameter: 49.20, speed: 83.28, motorV: 82.27, extfrq: 58.33, target: 45.00, greedy_m: 82.27, greedy_e: 58.33, reward: 0.609, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     76, spool: 2.25, diameter: 48.70, speed: 83.20, motorV: 83.08, extfrq: 58.31, target: 45.00, greedy_m: 83.08, greedy_e: 58.31, reward: 0.659, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:     77, spool: 2.28, diameter: 49.20, speed: 83.52, motorV: 83.78, extfrq: 57.79, target: 45.00, greedy_m: 83.78, greedy_e: 57.79, reward: 0.609, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     78, spool: 2.31, diameter: 47.10, speed: 83.36, motorV: 84.24, extfrq: 57.09, target: 45.00, greedy_m: 84.24, greedy_e: 57.09, reward: 0.819, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     79, spool: 2.34, diameter: 45.70, speed: 83.44, motorV: 82.45, extfrq: 56.83, target: 45.00, greedy_m: 82.45, greedy_e: 56.83, reward: 0.959, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     80, spool: 2.37, diameter: 44.60, speed: 84.80, motorV: 79.08, extfrq: 55.56, target: 45.00, greedy_m: 79.08, greedy_e: 55.56, reward: 0.988, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.899
exploit, step:     81, spool: 2.40, diameter: 44.90, speed: 84.88, motorV: 77.57, extfrq: 53.47, target: 45.00, greedy_m: 77.57, greedy_e: 53.47, reward: 1.018, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     82, spool: 2.43, diameter: 44.70, speed: 82.64, motorV: 77.47, extfrq: 51.82, target: 45.00, greedy_m: 77.47, greedy_e: 51.82, reward: 0.997, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:     83, spool: 2.46, diameter: 45.50, speed: 80.80, motorV: 77.93, extfrq: 50.85, target: 45.00, greedy_m: 77.93, greedy_e: 50.85, reward: 0.976, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.899
exploit, step:     84, spool: 2.48, diameter: 44.50, speed: 79.52, motorV: 78.37, extfrq: 51.22, target: 45.00, greedy_m: 78.37, greedy_e: 51.22, reward: 0.975, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.864
exploit, step:     85, spool: 2.51, diameter: 46.70, speed: 78.88, motorV: 78.21, extfrq: 54.35, target: 45.00, greedy_m: 78.21, greedy_e: 54.35, reward: 0.856, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.899
exploit, step:     86, spool: 2.54, diameter: 48.40, speed: 78.88, motorV: 77.73, extfrq: 58.88, target: 45.00, greedy_m: 77.73, greedy_e: 58.88, reward: 0.687, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.899
exploit, step:     87, spool: 2.57, diameter: 48.20, speed: 79.20, motorV: 77.67, extfrq: 61.58, target: 45.00, greedy_m: 77.67, greedy_e: 61.58, reward: 0.709, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.864
exploit, step:     88, spool: 2.60, diameter: 48.70, speed: 79.04, motorV: 78.48, extfrq: 62.88, target: 45.00, greedy_m: 78.48, greedy_e: 62.88, reward: 0.661, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     89, spool: 2.63, diameter: 48.40, speed: 78.56, motorV: 79.49, extfrq: 63.78, target: 45.00, greedy_m: 79.49, greedy_e: 63.78, reward: 0.691, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.864
exploit, step:     90, spool: 2.66, diameter: 45.40, speed: 78.80, motorV: 80.25, extfrq: 64.83, target: 45.00, greedy_m: 80.25, greedy_e: 64.83, reward: 0.992, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.830
exploit, step:     91, spool: 2.70, diameter: 42.30, speed: 79.44, motorV: 80.43, extfrq: 66.29, target: 45.00, greedy_m: 80.43, greedy_e: 66.29, reward: 0.762, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     92, spool: 2.73, diameter: 37.70, speed: 80.00, motorV: 79.88, extfrq: 68.14, target: 45.00, greedy_m: 79.88, greedy_e: 68.14, reward: 0.303, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     93, spool: 2.76, diameter: 39.60, speed: 80.80, motorV: 78.95, extfrq: 69.83, target: 45.00, greedy_m: 78.95, greedy_e: 69.83, reward: 0.494, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.761
exploit, step:     94, spool: 2.80, diameter: 41.50, speed: 81.12, motorV: 78.07, extfrq: 70.47, target: 45.00, greedy_m: 78.07, greedy_e: 70.47, reward: 0.685, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     95, spool: 2.83, diameter: 43.90, speed: 80.80, motorV: 77.57, extfrq: 70.01, target: 45.00, greedy_m: 77.57, greedy_e: 70.01, reward: 0.925, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.864
exploit, step:     96, spool: 2.87, diameter: 43.90, speed: 80.08, motorV: 77.60, extfrq: 69.46, target: 45.00, greedy_m: 77.60, greedy_e: 69.46, reward: 0.925, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.864
exploit, step:     97, spool: 2.90, diameter: 42.60, speed: 79.68, motorV: 78.09, extfrq: 69.22, target: 45.00, greedy_m: 78.09, greedy_e: 69.22, reward: 0.795, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:     98, spool: 2.94, diameter: 42.30, speed: 79.12, motorV: 78.82, extfrq: 69.35, target: 45.00, greedy_m: 78.82, greedy_e: 69.35, reward: 0.765, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.899
exploit, step:     99, spool: 2.97, diameter: 42.80, speed: 78.64, motorV: 79.90, extfrq: 69.53, target: 45.00, greedy_m: 79.90, greedy_e: 69.53, reward: 0.815, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.692
exploit, step:    100, spool: 3.01, diameter: 43.80, speed: 79.12, motorV: 80.72, extfrq: 70.32, target: 45.00, greedy_m: 80.72, greedy_e: 70.32, reward: 0.915, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:    101, spool: 3.04, diameter: 44.70, speed: 79.76, motorV: 81.37, extfrq: 71.38, target: 45.00, greedy_m: 81.37, greedy_e: 71.38, reward: 1.005, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.761
exploit, step:    102, spool: 3.08, diameter: 45.10, speed: 80.48, motorV: 81.75, extfrq: 72.50, target: 45.00, greedy_m: 81.75, greedy_e: 72.50, reward: 1.026, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.761
exploit, step:    103, spool: 3.11, diameter: 44.90, speed: 81.36, motorV: 81.80, extfrq: 73.04, target: 45.00, greedy_m: 81.80, greedy_e: 73.04, reward: 1.026, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.830
exploit, step:    104, spool: 3.15, diameter: 44.90, speed: 82.40, motorV: 81.64, extfrq: 72.48, target: 45.00, greedy_m: 81.64, greedy_e: 72.48, reward: 1.027, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.864
exploit, step:    105, spool: 3.18, diameter: 44.80, speed: 83.20, motorV: 81.83, extfrq: 71.42, target: 45.00, greedy_m: 81.83, greedy_e: 71.42, reward: 1.016, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.761
