expected step
exploit, step:      1, spool: 0.00, diameter: 33.30, speed: 79.52, motorV: 23.77, extfrq: 18.73, target: 55.00, greedy_m: 23.77, greedy_e: 18.73, reward: -1.170, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     46, spool: 1.56, diameter: 48.50, speed: 66.56, motorV: 60.96, extfrq: 76.58, target: 55.00, greedy_m: 60.96, greedy_e: 76.58, reward: 0.388, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:     47, spool: 1.60, diameter: 48.20, speed: 66.24, motorV: 62.66, extfrq: 76.57, target: 55.00, greedy_m: 62.66, greedy_e: 76.57, reward: 0.358, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.139
exploit, step:     48, spool: 1.64, diameter: 50.70, speed: 65.52, motorV: 70.44, extfrq: 75.58, target: 55.00, greedy_m: 70.44, greedy_e: 75.58, reward: 0.608, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     49, spool: 1.67, diameter: 49.30, speed: 65.92, motorV: 77.27, extfrq: 76.18, target: 55.00, greedy_m: 77.27, greedy_e: 76.18, reward: 0.468, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     50, spool: 1.71, diameter: 48.30, speed: 67.76, motorV: 77.44, extfrq: 77.12, target: 55.00, greedy_m: 77.44, greedy_e: 77.12, reward: 0.368, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     51, spool: 1.75, diameter: 50.40, speed: 71.92, motorV: 77.74, extfrq: 77.23, target: 55.00, greedy_m: 77.74, greedy_e: 77.23, reward: 0.579, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     52, spool: 1.78, diameter: 49.80, speed: 76.16, motorV: 77.96, extfrq: 77.28, target: 55.00, greedy_m: 77.96, greedy_e: 77.28, reward: 0.519, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     53, spool: 1.82, diameter: 50.10, speed: 78.56, motorV: 78.36, extfrq: 76.83, target: 55.00, greedy_m: 78.36, greedy_e: 76.83, reward: 0.549, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     54, spool: 1.86, diameter: 51.60, speed: 79.84, motorV: 78.96, extfrq: 76.61, target: 55.00, greedy_m: 78.96, greedy_e: 76.61, reward: 0.698, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     55, spool: 1.90, diameter: 49.70, speed: 80.40, motorV: 79.55, extfrq: 76.69, target: 55.00, greedy_m: 79.55, greedy_e: 76.69, reward: 0.508, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     56, spool: 1.93, diameter: 48.70, speed: 80.96, motorV: 80.05, extfrq: 76.99, target: 55.00, greedy_m: 80.05, greedy_e: 76.99, reward: 0.408, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     57, spool: 1.97, diameter: 51.00, speed: 81.92, motorV: 80.32, extfrq: 77.10, target: 55.00, greedy_m: 80.32, greedy_e: 77.10, reward: 0.638, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:     58, spool: 2.01, diameter: 49.80, speed: 82.48, motorV: 80.35, extfrq: 77.08, target: 55.00, greedy_m: 80.35, greedy_e: 77.08, reward: 0.519, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:     59, spool: 2.04, diameter: 49.80, speed: 82.40, motorV: 80.69, extfrq: 77.13, target: 55.00, greedy_m: 80.69, greedy_e: 77.13, reward: 0.519, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:     60, spool: 2.08, diameter: 51.90, speed: 83.28, motorV: 81.45, extfrq: 77.38, target: 55.00, greedy_m: 81.45, greedy_e: 77.38, reward: 0.729, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     61, spool: 2.12, diameter: 51.30, speed: 83.52, motorV: 82.32, extfrq: 77.86, target: 55.00, greedy_m: 82.32, greedy_e: 77.86, reward: 0.669, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     62, spool: 2.16, diameter: 50.30, speed: 83.44, motorV: 82.98, extfrq: 78.34, target: 55.00, greedy_m: 82.98, greedy_e: 78.34, reward: 0.569, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     63, spool: 2.19, diameter: 51.00, speed: 84.40, motorV: 83.46, extfrq: 78.72, target: 55.00, greedy_m: 83.46, greedy_e: 78.72, reward: 0.639, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     64, spool: 2.23, diameter: 50.00, speed: 85.12, motorV: 83.81, extfrq: 79.03, target: 55.00, greedy_m: 83.81, greedy_e: 79.03, reward: 0.539, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     65, spool: 2.27, diameter: 49.90, speed: 85.36, motorV: 84.00, extfrq: 79.29, target: 55.00, greedy_m: 84.00, greedy_e: 79.29, reward: 0.530, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.139
exploit, step:     66, spool: 2.31, diameter: 50.20, speed: 86.00, motorV: 83.99, extfrq: 79.58, target: 55.00, greedy_m: 83.99, greedy_e: 79.58, reward: 0.560, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     67, spool: 2.35, diameter: 48.60, speed: 86.56, motorV: 83.92, extfrq: 79.74, target: 55.00, greedy_m: 83.92, greedy_e: 79.74, reward: 0.400, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     68, spool: 2.39, diameter: 50.20, speed: 86.56, motorV: 83.67, extfrq: 79.65, target: 55.00, greedy_m: 83.67, greedy_e: 79.65, reward: 0.560, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     69, spool: 2.42, diameter: 48.40, speed: 86.88, motorV: 83.30, extfrq: 79.60, target: 55.00, greedy_m: 83.30, greedy_e: 79.60, reward: 0.380, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:     70, spool: 2.46, diameter: 49.20, speed: 87.04, motorV: 83.44, extfrq: 80.17, target: 55.00, greedy_m: 83.44, greedy_e: 80.17, reward: 0.460, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     71, spool: 2.50, diameter: 50.00, speed: 86.32, motorV: 83.46, extfrq: 80.97, target: 55.00, greedy_m: 83.46, greedy_e: 80.97, reward: 0.540, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     72, spool: 2.54, diameter: 50.80, speed: 86.16, motorV: 82.96, extfrq: 81.45, target: 55.00, greedy_m: 82.96, greedy_e: 81.45, reward: 0.620, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     73, spool: 2.58, diameter: 51.80, speed: 86.40, motorV: 82.04, extfrq: 81.53, target: 55.00, greedy_m: 82.04, greedy_e: 81.53, reward: 0.721, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.277
exploit, step:     74, spool: 2.62, diameter: 50.30, speed: 86.24, motorV: 80.98, extfrq: 81.44, target: 55.00, greedy_m: 80.98, greedy_e: 81.44, reward: 0.571, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     75, spool: 2.66, diameter: 50.40, speed: 85.76, motorV: 80.01, extfrq: 81.29, target: 55.00, greedy_m: 80.01, greedy_e: 81.29, reward: 0.581, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     76, spool: 2.70, diameter: 50.80, speed: 85.36, motorV: 79.19, extfrq: 81.09, target: 55.00, greedy_m: 79.19, greedy_e: 81.09, reward: 0.621, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     77, spool: 2.73, diameter: 51.60, speed: 84.16, motorV: 78.47, extfrq: 81.00, target: 55.00, greedy_m: 78.47, greedy_e: 81.00, reward: 0.701, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     78, spool: 2.77, diameter: 49.70, speed: 82.80, motorV: 77.90, extfrq: 80.97, target: 55.00, greedy_m: 77.90, greedy_e: 80.97, reward: 0.511, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     79, spool: 2.81, diameter: 48.60, speed: 82.56, motorV: 78.04, extfrq: 81.02, target: 55.00, greedy_m: 78.04, greedy_e: 81.02, reward: 0.400, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     80, spool: 2.85, diameter: 46.80, speed: 82.00, motorV: 79.36, extfrq: 81.04, target: 55.00, greedy_m: 79.36, greedy_e: 81.04, reward: 0.221, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     81, spool: 2.89, diameter: 47.30, speed: 81.12, motorV: 80.39, extfrq: 81.00, target: 55.00, greedy_m: 80.39, greedy_e: 81.00, reward: 0.271, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     82, spool: 2.93, diameter: 47.10, speed: 81.52, motorV: 80.85, extfrq: 80.95, target: 55.00, greedy_m: 80.85, greedy_e: 80.95, reward: 0.250, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     83, spool: 2.97, diameter: 47.30, speed: 82.24, motorV: 81.04, extfrq: 80.90, target: 55.00, greedy_m: 81.04, greedy_e: 80.90, reward: 0.270, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     84, spool: 3.01, diameter: 48.70, speed: 82.96, motorV: 81.08, extfrq: 80.84, target: 55.00, greedy_m: 81.08, greedy_e: 80.84, reward: 0.410, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.036
exploit, step:     85, spool: 3.05, diameter: 48.80, speed: 84.08, motorV: 81.02, extfrq: 80.76, target: 55.00, greedy_m: 81.02, greedy_e: 80.76, reward: 0.420, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     86, spool: 3.08, diameter: 48.50, speed: 84.32, motorV: 80.89, extfrq: 80.67, target: 55.00, greedy_m: 80.89, greedy_e: 80.67, reward: 0.390, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.864
exploit, step:     87, spool: 3.12, diameter: 47.10, speed: 84.00, motorV: 80.68, extfrq: 80.58, target: 55.00, greedy_m: 80.68, greedy_e: 80.58, reward: 0.250, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     88, spool: 3.16, diameter: 48.00, speed: 83.20, motorV: 80.41, extfrq: 80.50, target: 55.00, greedy_m: 80.41, greedy_e: 80.50, reward: 0.340, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.002
exploit, step:     89, spool: 3.20, diameter: 46.90, speed: 83.28, motorV: 80.11, extfrq: 80.44, target: 55.00, greedy_m: 80.11, greedy_e: 80.44, reward: 0.230, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.174
exploit, step:     90, spool: 3.24, diameter: 46.40, speed: 83.20, motorV: 79.76, extfrq: 80.44, target: 55.00, greedy_m: 79.76, greedy_e: 80.44, reward: 0.180, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     91, spool: 3.28, diameter: 45.70, speed: 83.36, motorV: 79.36, extfrq: 80.51, target: 55.00, greedy_m: 79.36, greedy_e: 80.51, reward: 0.110, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:     92, spool: 3.32, diameter: 46.50, speed: 83.28, motorV: 78.97, extfrq: 80.65, target: 55.00, greedy_m: 78.97, greedy_e: 80.65, reward: 0.190, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     93, spool: 3.35, diameter: 46.20, speed: 83.28, motorV: 78.54, extfrq: 80.90, target: 55.00, greedy_m: 78.54, greedy_e: 80.90, reward: 0.160, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:     94, spool: 3.39, diameter: 45.40, speed: 82.96, motorV: 78.03, extfrq: 81.19, target: 55.00, greedy_m: 78.03, greedy_e: 81.19, reward: 0.080, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     95, spool: 3.43, diameter: 47.00, speed: 83.28, motorV: 77.41, extfrq: 81.43, target: 55.00, greedy_m: 77.41, greedy_e: 81.43, reward: 0.241, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     96, spool: 3.47, diameter: 46.70, speed: 83.36, motorV: 76.69, extfrq: 81.45, target: 55.00, greedy_m: 76.69, greedy_e: 81.45, reward: 0.211, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:     97, spool: 3.51, diameter: 47.10, speed: 82.40, motorV: 76.14, extfrq: 81.35, target: 55.00, greedy_m: 76.14, greedy_e: 81.35, reward: 0.251, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:     98, spool: 3.55, diameter: 46.80, speed: 81.44, motorV: 76.25, extfrq: 81.52, target: 55.00, greedy_m: 76.25, greedy_e: 81.52, reward: 0.221, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:     99, spool: 3.59, diameter: 48.00, speed: 80.56, motorV: 76.49, extfrq: 81.74, target: 55.00, greedy_m: 76.49, greedy_e: 81.74, reward: 0.341, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:    100, spool: 3.63, diameter: 48.30, speed: 79.84, motorV: 76.70, extfrq: 81.89, target: 55.00, greedy_m: 76.70, greedy_e: 81.89, reward: 0.371, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
exploit, step:    101, spool: 3.67, diameter: 48.80, speed: 79.44, motorV: 76.82, extfrq: 81.93, target: 55.00, greedy_m: 76.82, greedy_e: 81.93, reward: 0.421, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:    102, spool: 3.71, diameter: 49.70, speed: 79.60, motorV: 76.90, extfrq: 81.89, target: 55.00, greedy_m: 76.90, greedy_e: 81.89, reward: 0.511, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.105
exploit, step:    103, spool: 3.75, diameter: 49.80, speed: 79.76, motorV: 76.96, extfrq: 81.82, target: 55.00, greedy_m: 76.96, greedy_e: 81.82, reward: 0.521, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.933
exploit, step:    104, spool: 3.78, diameter: 50.00, speed: 79.68, motorV: 77.06, extfrq: 81.79, target: 55.00, greedy_m: 77.06, greedy_e: 81.79, reward: 0.541, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 80.071
exploit, step:    105, spool: 3.82, diameter: 48.90, speed: 80.08, motorV: 77.14, extfrq: 81.76, target: 55.00, greedy_m: 77.14, greedy_e: 81.76, reward: 0.431, Q_exam: 0.000, am_exam: 0.000, a_exam: 0.000,  0, temp: 79.968
